Ball-Number,Commentary,Date and Time,over,ball,runs,happend_on_ball,extra
44.6,"Shami to Paine, no run, bangs it in with a lot of venom.. Paine drops his wrists and lets it go","Dec 16, 2018 3:08:02 PM",44,6,0.0,,0
44.5,"Shami to Paine, no run, short delivery outside off and has been left untouched","Dec 16, 2018 3:07:24 PM",44,5,0.0,,0
44.4,"Shami to Paine, no run, back of a length delivery and has been poked out into the off-side","Dec 16, 2018 3:06:47 PM",44,4,0.0,,0
44.3,"Shami to Paine, no run, fuller ball and has been inner halved away into the on-side","Dec 16, 2018 3:06:11 PM",44,3,0.0,,0
44.2,"Shami to Paine, <b>FOUR</b>, stays behind the line of the ball and allows the ball to slide off the bat and run away behind square for a four. Beautifully done","Dec 16, 2018 3:05:33 PM",44,2,,,0
44.1,"Shami to Paine, no run, bangs the ball in outside off and Paine sees it through to the keeper","Dec 16, 2018 3:04:52 PM",44,1,0.0,,0
43.6,"Hanuma Vihari to Khawaja, no run, throws it wider outside off and has been left alone","Dec 16, 2018 3:04:00 PM",43,6,0.0,,0
43.5,"Hanuma Vihari to Khawaja, no run, slightly shorter, chopped out to short third man","Dec 16, 2018 3:03:46 PM",43,5,0.0,,0
43.4,"Hanuma Vihari to Khawaja, no run, quicker ball outside off and same treatment from Khawaja, who lets it go","Dec 16, 2018 3:03:30 PM",43,4,0.0,,0
43.3,"Hanuma Vihari to Khawaja, no run, another well doled up ball and has been ignored","Dec 16, 2018 3:03:17 PM",43,3,0.0,,0
43.2,"Hanuma Vihari to Khawaja, no run, tossed up delivery and has been left alone","Dec 16, 2018 3:03:04 PM",43,2,0.0,,0
43.1,"Hanuma Vihari to Paine, 1 run, hangs back and turns the ball away into the on-side for a single. Iffy single as his weight was falling backwards while playing the tuck","Dec 16, 2018 3:02:39 PM",43,1,1.0,,0
42.6,"Shami to Khawaja, no run, back of a length delivery outside off and has been left alone","Dec 16, 2018 3:01:45 PM",42,6,0.0,,0
42.5,"Shami to Khawaja, no run, stays behind the line of the ball and blocks it out into the off-side","Dec 16, 2018 3:01:07 PM",42,5,0.0,,0
42.4,"Shami to Khawaja, no run, bumper again but the perfume ball was well off its mark. Khawaja ignores the aroma","Dec 16, 2018 3:00:27 PM",42,4,0.0,,0
42.3,"Shami to Khawaja, no run, another banged in delivery but that was well outside off","Dec 16, 2018 2:59:49 PM",42,3,0.0,,0
42.2,"Shami to Khawaja, no run, bangs the ball in and Khawaja was trying to take evasive action and gets pinged on the gloves. That would have gone for the throat had the hands not intervened. It was short and Khawaja took his eyes off the ball to make matters difficult for him","Dec 16, 2018 2:59:01 PM",42,2,0.0,,0
42.1,"Shami to Khawaja, no run, round the wicket length delivery and has been blocked out off the back foot","Dec 16, 2018 2:58:25 PM",42,1,0.0,,0
41.6,"Hanuma Vihari to Paine, no run, almost chops the ball down on to his sticks! That was short, kept low and Paine under-edged the cut to almost drag it back. Another maiden from Hanuma Vihari","Dec 16, 2018 2:57:07 PM",41,6,0.0,,0
41.5,"Hanuma Vihari to Paine, no run, quicker ball turning in and has been pushed out into the off-side","Dec 16, 2018 2:56:49 PM",41,5,0.0,,0
41.4,"Hanuma Vihari to Paine, no run, flatter ball and has been pushed back to the bowler","Dec 16, 2018 2:56:36 PM",41,4,0.0,,0
41.3,"Hanuma Vihari to Paine, no run, tossed up delivery and has been pushed out into the off-side","Dec 16, 2018 2:56:15 PM",41,3,0.0,,0
41.2,"Hanuma Vihari to Paine, no run, shorter and quicker, Paine lets it go after seeing the bounce on it","Dec 16, 2018 2:55:57 PM",41,2,0.0,,0
41.1,"Hanuma Vihari to Paine, no run, flatter ball outside off and has been pushed away into the off-side","Dec 16, 2018 2:55:45 PM",41,1,0.0,,0
40.6,"Shami to Paine, 1 run, just opens the face of the blade and runs it down to third man for a single","Dec 16, 2018 2:54:37 PM",40,6,1.0,,0
40.5,"Shami to Paine, no run, back of a length delivery and has been poked away into the off-side","Dec 16, 2018 2:53:55 PM",40,5,0.0,,0
40.4,"Shami to Paine, no run, bangs it in again and Paine is quick to sway away and let it go","Dec 16, 2018 2:53:17 PM",40,4,0.0,,0
40.3,"Shami to Paine, no run, bangs the ball in and Paine was trying to fend it away but could not. The ball ends up hitting him on the arm","Dec 16, 2018 2:52:18 PM",40,3,0.0,,0
40.2,"Shami to Paine, no run, pushes forward and blocks the ball out to point","Dec 16, 2018 2:51:44 PM",40,2,0.0,,0
40.1,"Shami to Head, <b>out</b> Caught by Ishant!! There is bad luck. And then there is this. Caught at deep third man for the second time in the game. Short, wide, cut away and taken by Ishant, who back-tracked a few steps to take it. Shami's luck finally smiling on him. All the plays and misses and he gets a wicket off a poor ball. Head is taking an eternity to walk off with his head almost buried down. <b>Head c Ishant b Shami 19(49) [4s-2]</b>","Dec 16, 2018 2:49:38 PM",40,1,,W,0
39.6,"Hanuma Vihari to Head, 1 run, the hands whip the ball away to long-on after Head had danced out of his crease to convert that into a full toss","Dec 16, 2018 2:47:55 PM",39,6,1.0,,0
39.5,"Hanuma Vihari to Khawaja, 1 run, full toss has been whipped down the ground to long-on","Dec 16, 2018 2:47:33 PM",39,5,1.0,,0
39.4,"Hanuma Vihari to Khawaja, no run, flatter ball, decks in and has been left alone","Dec 16, 2018 2:47:15 PM",39,4,0.0,,0
39.3,"Hanuma Vihari to Head, 1 run, drives the ball down the ground for a single to long-off","Dec 16, 2018 2:47:00 PM",39,3,1.0,,0
39.2,"Hanuma Vihari to Head, no run, finds the man at cover on the drive","Dec 16, 2018 2:46:45 PM",39,2,0.0,,0
39.1,"Hanuma Vihari to Khawaja, 1 run, flighted ball and Khawaja nails the drive past cover for a single","Dec 16, 2018 2:46:28 PM",39,1,1.0,,0
38.6,"Bumrah to Head, no run, jabs at a shorter ball outside off and gets beaten. Lovely short ball, nibbled away as well and had the batsman pushing at it. But the edge remains elusive","Dec 16, 2018 2:45:40 PM",38,6,0.0,,0
38.5,"Bumrah to Head, no run, bangs the ball in outside off and it swung massively once it past the bat for the keeper to dive to his left and make a one-handed save","Dec 16, 2018 2:45:01 PM",38,5,0.0,,0
38.4,"Bumrah to Head, no run, hard hands into the push as the ball angled in from wide of the crease","Dec 16, 2018 2:44:24 PM",38,4,0.0,,0
38.3,"Bumrah to Head, no run, stays behind the line of the ball and defends it","Dec 16, 2018 2:43:52 PM",38,3,0.0,,0
38.2,"Bumrah to Khawaja, 3 runs, a misfield by the man at cover and that allows three runs to be taken. Pitched up delivery and Khawaja eased it into the covers for the fielder - Vijay - to take his eyes off the ball and give away easy runs","Dec 16, 2018 2:43:05 PM",38,2,3.0,,0
38.1,"Bumrah to Khawaja, no run, treks back and pushes the ball out into the off-side","Dec 16, 2018 2:42:20 PM",38,1,0.0,,0
37.6,"Hanuma Vihari to Head, no run, slower tossed up delivery outside off and has been left alone","Dec 16, 2018 2:41:15 PM",37,6,0.0,,0
37.5,"Hanuma Vihari to Head, no run, darts it in and has been knocked away off the back foot into the on-side","Dec 16, 2018 2:41:01 PM",37,5,0.0,,0
37.4,"Hanuma Vihari to Head, no run, goes back this time and lets it go","Dec 16, 2018 2:40:47 PM",37,4,0.0,,0
37.3,"Hanuma Vihari to Head, no run, flatter ball again and Head sees it off the front foot","Dec 16, 2018 2:40:31 PM",37,3,0.0,,0
37.2,"Hanuma Vihari to Head, no run, another quick one outside off and has been ignored","Dec 16, 2018 2:40:22 PM",37,2,0.0,,0
37.1,"Hanuma Vihari to Head, no run, flatter outside off and has been left alone","Dec 16, 2018 2:40:10 PM",37,1,0.0,,0
36.6,"Bumrah to Khawaja, no run, full and nipping in, Khawaja comes on the front foot and lets it go","Dec 16, 2018 2:39:29 PM",36,6,0.0,,0
36.5,"Bumrah to Khawaja, no run, fuller again and has been pushed out into the covers","Dec 16, 2018 2:38:54 PM",36,5,0.0,,0
36.4,"Bumrah to Khawaja, no run, lovely delivery outside off and forces Khawaja to play at it. Khawaja pushes and gets beaten on the outer edge","Dec 16, 2018 2:38:01 PM",36,4,0.0,,0
36.3,"Bumrah to Khawaja, no run, fuller ball outside off and has been ignored","Dec 16, 2018 2:37:24 PM",36,3,0.0,,0
36.2,"Bumrah to Khawaja, no run, stays hooked to the crease and pushes the ball out into the off-side","Dec 16, 2018 2:36:51 PM",36,2,0.0,,0
36.1,"Bumrah to Head, 1 run, punches it off the back foot and gets a single before deep point fetched it","Dec 16, 2018 2:36:21 PM",36,1,1.0,,0
35.6,"Hanuma Vihari to Khawaja, no run, the fuller length now, Khawaja covers the sticks and lets it pass","Dec 16, 2018 2:35:08 PM",35,6,0.0,,0
35.5,"Hanuma Vihari to Khawaja, 2 runs, now Khawaja opens the face of the bat and guides it past Rahul at short third man","Dec 16, 2018 2:34:47 PM",35,5,2.0,,0
35.4,"Hanuma Vihari to Khawaja, no run, excellent arm ball, Khawaja was cramped on the cut shot, manages to find backward point","Dec 16, 2018 2:34:18 PM",35,4,0.0,,0
35.3,"Hanuma Vihari to Khawaja, no run, slider again, Khawaja shoulders arms","Dec 16, 2018 2:34:03 PM",35,3,0.0,,0
35.2,"Hanuma Vihari to Khawaja, no run, the late cut this time, but short third man moves to his right and stops the ball","Dec 16, 2018 2:33:47 PM",35,2,0.0,,0
35.1,"Hanuma Vihari to Khawaja, no run, <b>beaten</b>! The slider from Hanuma Vihari, Khawaja tries the cut but misses","Dec 16, 2018 2:33:31 PM",35,1,0.0,,0
34.6,"Bumrah to Head, no run, oh this one has hit a crack and moved away a lot, Head smiles, he can't do anything about that","Dec 16, 2018 2:32:47 PM",34,6,0.0,,0
34.5,"Bumrah to Head, no run, full and outside off stump, left alone","Dec 16, 2018 2:32:10 PM",34,5,0.0,,0
34.4,"Bumrah to Head, no run, oh was there an edge? Kohli got excited for a while, there was movement after the ball passed the bat, but it was just movement in the air and nothing off the bat or glove. Another excellent back of a length delivery that leaves Head late","Dec 16, 2018 2:31:20 PM",34,4,0.0,,0
34.3,"Bumrah to Head, no run, oh this one keeps low, Head defends off the back foot","Dec 16, 2018 2:30:45 PM",34,3,0.0,,0
34.2,"Bumrah to Head, no run, oh unplayable! Every time you whip the ball into the pitch with your shoulder, you get great bounce here. Back of a length, Head was on the back foot to defend, the ball moves away late","Dec 16, 2018 2:30:09 PM",34,2,0.0,,0
34.1,"Bumrah to Head, no run, short of length delivery on the stumps, Head defends off the back foot","Dec 16, 2018 2:29:38 PM",34,1,0.0,,0
33.6,"Hanuma Vihari to Khawaja, no run, full and outside off stump, left alone","Dec 16, 2018 2:28:24 PM",33,6,0.0,,0
33.5,"Hanuma Vihari to Khawaja, no run, short and wide outside off stump, ignored","Dec 16, 2018 2:28:12 PM",33,5,0.0,,0
33.4,"Hanuma Vihari to Khawaja, no run, well outside off stump, left alone","Dec 16, 2018 2:27:59 PM",33,4,0.0,,0
33.3,"Hanuma Vihari to Khawaja, no run, this is much closer to the of stump, Khawaja defends off the front foot","Dec 16, 2018 2:27:44 PM",33,3,0.0,,0
33.2,"Hanuma Vihari to Khawaja, no run, flighted delivery outside off stump, left alone","Dec 16, 2018 2:27:28 PM",33,2,0.0,,0
33.1,"Hanuma Vihari to Khawaja, no run, flatter delivery outside off stump, Khawaja lets it pass","Dec 16, 2018 2:27:16 PM",33,1,0.0,,0
32.6,"U Yadav to Head, no run, good length delivery just outside off stump, Head defends off the back foot","Dec 16, 2018 2:26:29 PM",32,6,0.0,,0
32.5,"U Yadav to Head, no run, outside off stump, left alone","Dec 16, 2018 2:25:56 PM",32,5,0.0,,0
32.4,"U Yadav to Khawaja, 1 run, in the airrrrr, but safe! Short ball, Khawaja wasn't in a good position to pull, went for it and top-edged it high, but lands safely between the rushing keeper and deep backward square leg","Dec 16, 2018 2:25:22 PM",32,4,1.0,,0
32.3,"U Yadav to Khawaja, <b>FOUR</b>, another edge that goes past the cordon, this one along the ground. Umesh got the length ball to rise from the pitch, Khawaja was fending in his back foot defence, the ball takes the edge and goes past gully","Dec 16, 2018 2:24:05 PM",32,3,,,0
32.2,"U Yadav to Khawaja, no run, Khawaja throws his bat at it and misses the ball, looks like this one tailed away late, Khawaja wanted to drive and made no contact","Dec 16, 2018 2:23:28 PM",32,2,0.0,,0
32.1,"U Yadav to Khawaja, no run, defended into the off-side","Dec 16, 2018 2:23:20 PM",32,1,0.0,,0
31.6,"Hanuma Vihari to Head, no run, this is even further away from the batsman, Head can't play at those","Dec 16, 2018 2:22:05 PM",31,6,0.0,,0
31.5,"Hanuma Vihari to Head, no run, fired wide outside off stump, left alone","Dec 16, 2018 2:21:52 PM",31,5,0.0,,0
31.4,"Hanuma Vihari to Head, no run, this time Head reaches out to drive, hits well, but finds short cover","Dec 16, 2018 2:21:41 PM",31,4,0.0,,0
31.3,"Hanuma Vihari to Head, no run, fullish and outside off stump, Head is patient enough to leave","Dec 16, 2018 2:21:27 PM",31,3,0.0,,0
31.2,"Hanuma Vihari to Head, no run, wide outside off stump, left alone","Dec 16, 2018 2:21:13 PM",31,2,0.0,,0
31.1,"Hanuma Vihari to Head, no run, nice delivery from Vihari. Full and wide outside off stump, Head was almost tempted into driving away from the body, left alone","Dec 16, 2018 2:21:00 PM",31,1,0.0,,0
30.6,"U Yadav to Khawaja, no run, oh this one comes back in, keeps low, goes through Khawaja's back foot defence and almost shaves the off stump","Dec 16, 2018 2:19:40 PM",30,6,0.0,,0
30.5,"U Yadav to Head, 1 run, tucked away to square leg","Dec 16, 2018 2:19:10 PM",30,5,1.0,,0
30.4,"U Yadav to Head, <b>FOUR</b>, thick edge flies over the leaping gully. Short of a length delivery outside off stump, Head looks to cut hard, he gets a healthy edge","Dec 16, 2018 2:18:23 PM",30,4,,,0
30.3,"U Yadav to Head, no run, Umesh tests him with another full ball wide outside off stump, this time Head shoulders arms","Dec 16, 2018 2:17:39 PM",30,3,0.0,,0
30.2,"U Yadav to Head, no run, oh inswing on a fuller length and Head plays inside the line trying to drive, beaten","Dec 16, 2018 2:17:06 PM",30,2,0.0,,0
30.1,"U Yadav to Head, no run, full delivery outside off stump, Head shoulders arms","Dec 16, 2018 2:16:37 PM",30,1,0.0,,0
29.6,"Ishant to Khawaja, no run, full delivery outside off stump, Khawaja drives it towards cover","Dec 16, 2018 2:15:38 PM",29,6,0.0,,0
29.5,"Ishant to Khawaja, no run, short of length delivery just outside off stump, Khawaja defends off the back foot","Dec 16, 2018 2:14:53 PM",29,5,0.0,,0
29.4,"Ishant to Khawaja, no run, full delivery outside off stump, left alone","Dec 16, 2018 2:14:10 PM",29,4,0.0,,0
29.3,"Ishant to Khawaja, no run, good length delivery on the off stump, Khawaja defends off the back foot","Dec 16, 2018 2:13:26 PM",29,3,0.0,,0
29.2,"Ishant to Khawaja, no run, angled in full and on the off stump, Khawaja mistimes the flick to short mid-wicket","Dec 16, 2018 2:12:39 PM",29,2,0.0,,0
29.1,"Ishant to Khawaja, 2 runs, neatly tucked away through mid-wicket as Ishant bowls a fullish ball on the pads, played through mid-wicket, <b>100 up for Australia</b>","Dec 16, 2018 2:12:03 PM",29,1,2.0,,0
28.6,"U Yadav to Head, no run, very full and wide outside off stump, Head tries to drive, toe-ends it into the on-side","Dec 16, 2018 2:07:28 PM",28,6,0.0,,0
28.5,"U Yadav to Head, no run, leans forward and blocks to cover","Dec 16, 2018 2:06:52 PM",28,5,0.0,,0
28.4,"U Yadav to Head, no run, nicely defended off the back foot","Dec 16, 2018 2:06:22 PM",28,4,0.0,,0
28.3,"U Yadav to Head, 2 runs, short of length delivery outside off stump, Head cuts square of the wicket on the off-side","Dec 16, 2018 2:05:54 PM",28,3,2.0,,0
28.2,"U Yadav to Head, no run, defended towards mid-off","Dec 16, 2018 2:05:22 PM",28,2,0.0,,0
28.1,"U Yadav to Head, 2 runs, good length delivery on the stumps, Head flicks it to deep backward square leg","Dec 16, 2018 2:04:37 PM",28,1,2.0,,0
27.6,"Ishant to Khawaja, no run, nice driving length outside off stump, Khawaja isn't tempted for the moment, lifts his bat and lets it pass","Dec 16, 2018 2:03:21 PM",27,6,0.0,,0
27.5,"Ishant to Khawaja, no run, full and swinging away outside off stump, Khawaja shoulders arms","Dec 16, 2018 2:02:37 PM",27,5,0.0,,0
27.4,"Ishant to Head, 1 run, flicked again through mid-wicket, there is protection in the deep","Dec 16, 2018 2:01:58 PM",27,4,1.0,,0
27.3,"Ishant to Head, 2 runs, flicked away behind square on the on-side as Ishant bowls a leg stump line","Dec 16, 2018 2:01:12 PM",27,3,2.0,,0
27.2,"Ishant to Head, no run, short delivery on the leg stump, Head moves across and tries to tickle it, but misses","Dec 16, 2018 2:00:20 PM",27,2,0.0,,0
